,product_category(1),product_category(2),product_category(3),product_category(4),product_category(5),product_category(6)
54720,0,0,0,0,0,0
54721,0,0,0,0,0,0
54722,0,0,0,0,0,0
54723,0,0,0,0,0,0
54724,0,0,0,0,0,0
54725,3,3,2,2,0,0
54726,2,2,47,91,0,0
54727,0,0,0,0,0,0
54728,0,0,0,0,0,0
54729,10,25,45,51,12,1
54730,0,0,0,0,0,0
54731,0,0,0,0,0,0
54732,0,0,0,0,0,0
54733,2,2,70,57,0,0
54734,3,3,2,2,0,0
54735,5,39,321,0,0,0
54736,14,82,178,147,54,62
54737,0,0,0,0,0,0
54738,10,25,45,51,12,1
54739,0,0,0,0,0,0
54740,0,0,0,0,0,0
54741,1,9,49,31,0,0
54742,1,17,17,0,0,0
54743,4,5,79,61,0,0
54744,0,0,0,0,0,0
54745,0,0,0,0,0,0
54746,3,3,2,2,0,0
54747,4,42,63,73,0,0
54748,0,0,0,0,0,0
54749,3,3,2,2,0,0
54750,1,9,49,31,0,0
54751,0,0,0,0,0,0
54752,5,53,104,0,0,0
54753,8,24,23,0,0,0
54754,0,0,0,0,0,0
54755,8,11,102,0,0,0
54756,1,9,49,31,0,0
54757,1,9,8,0,0,0
54758,0,0,0,0,0,0
54759,8,24,228,0,0,0
54760,5,40,412,0,0,0
54761,0,0,0,0,0,0
54762,4,14,13,83,0,0
54763,0,0,0,0,0,0
54764,3,18,18,400,0,0
54765,20,104,364,380,0,0
54766,4,5,401,0,0,0
54767,0,0,0,0,0,0
54768,4,14,13,8,30,0
54769,0,0,0,0,0,0
54770,1,29,423,0,0,0
54771,3,3,2,2,0,0
54772,3,3,2,2,0,0
54773,0,0,0,0,0,0
54774,0,0,0,0,0,0
54775,0,0,0,0,0,0
54776,3,12,78,259,0,0
54777,0,0,0,0,0,0
54778,11,27,393,0,0,0
54779,6,21,0,0,0,0
54780,8,24,23,0,0,0
54781,4,5,26,48,0,0
54782,4,38,48,163,0,0
54783,0,0,0,0,0,0
54784,0,0,0,0,0,0
54785,0,0,0,0,0,0
54786,3,3,2,5,1,0
54787,0,0,0,0,0,0
54788,0,0,0,0,0,0
54789,12,30,37,65,73,77
54790,0,0,0,0,0,0
54791,0,0,0,0,0,0
54792,8,11,102,0,0,0
54793,8,56,99,0,0,0
54794,4,28,33,224,0,0
54795,0,0,0,0,0,0
54796,0,0,0,0,0,0
54797,3,16,16,0,0,0
54798,3,3,2,2,0,0
54799,0,0,0,0,0,0
54800,3,8,77,0,0,0
54801,1,23,22,0,0,0
54802,4,28,76,0,0,0
54803,4,5,133,115,0,0
54804,0,0,0,0,0,0
54805,1,1,0,0,0,0
54806,1,1,0,0,0,0
54807,3,8,77,0,0,0
54808,0,0,0,0,0,0
54809,0,0,0,0,0,0
54810,4,5,26,48,0,0
54811,3,12,67,54,62,0
54812,8,15,15,0,0,0
54813,0,0,0,0,0,0
54814,3,3,2,2,0,0
54815,4,14,13,109,101,0
54816,0,0,0,0,0,0
54817,3,3,2,2,0,0
54818,4,5,79,204,0,0
54819,0,0,0,0,0,0
54820,0,0,0,0,0,0
54821,8,50,449,0,0,0
54822,1,9,55,37,0,0
54823,8,11,102,0,0,0
54824,8,15,15,0,0,0
54825,0,0,0,0,0,0
54826,3,3,2,2,0,0
54827,0,0,0,0,0,0
54828,8,24,46,0,0,0
54829,4,28,175,238,0,0
54830,6,21,0,0,0,0
54831,0,0,0,0,0,0
54832,9,31,164,0,0,0
54833,12,111,381,402,0,0
54834,0,0,0,0,0,0
54835,1,23,22,0,0,0
54836,0,0,0,0,0,0
54837,4,42,63,73,0,0
54838,4,14,158,403,177,0
54839,8,15,117,0,0,0
54840,0,0,0,0,0,0
54841,5,39,62,0,0,0
54842,0,0,0,0,0,0
54843,0,0,0,0,0,0
54844,10,25,45,51,58,0
54845,1,9,53,118,0,0
54846,8,56,99,0,0,0
54847,4,14,13,11,0,0
54848,3,3,2,2,0,0
54849,0,0,0,0,0,0
54850,0,0,0,0,0,0
54851,0,0,0,0,0,0
54852,0,0,0,0,0,0
54853,4,5,26,14,0,0
54854,3,8,77,0,0,0
54855,0,0,0,0,0,0
54856,0,0,0,0,0,0
54857,0,0,0,0,0,0
54858,4,5,269,0,0,0
54859,1,9,53,129,0,0
54860,8,24,46,0,0,0
54861,0,0,0,0,0,0
54862,0,0,0,0,0,0
54863,6,74,0,0,0,0
54864,0,0,0,0,0,0
54865,2,2,1,98,0,0
54866,0,0,0,0,0,0
54867,3,3,2,2,0,0
54868,4,14,38,674,0,0
54869,0,0,0,0,0,0
54870,0,0,0,0,0,0
54871,3,3,2,2,0,0
54872,3,49,98,0,0,0
54873,8,24,23,0,0,0
54874,11,77,490,0,0,0
54875,4,14,13,101,0,0
54876,0,0,0,0,0,0
54877,9,31,84,542,0,0
54878,2,2,1,9,3,0
54879,9,13,234,0,0,0
54880,1,9,55,37,0,0
54881,0,0,0,0,0,0
54882,0,0,0,0,0,0
54883,11,66,168,0,0,0
54884,0,0,0,0,0,0
54885,1,9,14,0,0,0
54886,0,0,0,0,0,0
54887,0,0,0,0,0,0
54888,0,0,0,0,0,0
54889,4,14,158,458,202,0
54890,0,0,0,0,0,0
54891,3,3,2,2,0,0
54892,11,27,215,0,0,0
54893,4,5,26,14,0,0
54894,0,0,0,0,0,0
54895,0,0,0,0,0,0
54896,8,11,102,0,0,0
54897,3,12,11,4,0,0
54898,0,0,0,0,0,0
54899,0,0,0,0,0,0
54900,4,14,13,217,0,0
54901,0,0,0,0,0,0
54902,1,9,8,0,0,0
54903,0,0,0,0,0,0
54904,2,2,216,187,0,0
54905,0,0,0,0,0,0
54906,8,11,10,0,0,0
54907,3,12,67,84,43,0
54908,2,2,9,32,0,0
54909,0,0,0,0,0,0
54910,1,9,14,0,0,0
54911,0,0,0,0,0,0
54912,1,9,49,31,0,0
54913,4,5,79,204,0,0
54914,6,76,0,0,0,0
54915,4,28,33,18,0,0
54916,0,0,0,0,0,0
54917,1,9,14,0,0,0
54918,0,0,0,0,0,0
54919,0,0,0,0,0,0
54920,0,0,0,0,0,0
54921,9,31,80,64,0,0
54922,0,0,0,0,0,0
54923,4,28,33,18,0,0
54924,6,74,0,0,0,0
54925,0,0,0,0,0,0
54926,2,2,1,98,0,0
54927,2,2,9,32,0,0
54928,0,0,0,0,0,0
54929,0,0,0,0,0,0
54930,3,18,18,26,0,0
54931,0,0,0,0,0,0
54932,0,0,0,0,0,0
54933,8,15,15,0,0,0
54934,0,0,0,0,0,0
54935,3,8,77,0,0,0
54936,0,0,0,0,0,0
54937,0,0,0,0,0,0
54938,3,49,98,0,0,0
54939,0,0,0,0,0,0
54940,0,0,0,0,0,0
54941,0,0,0,0,0,0
54942,11,27,265,0,0,0
54943,4,48,511,0,0,0
54944,4,5,82,0,0,0
54945,0,0,0,0,0,0
54946,3,12,67,132,0,0
54947,3,3,2,2,0,0
54948,3,16,16,0,0,0
54949,0,0,0,0,0,0
54950,0,0,0,0,0,0
54951,3,8,7,0,0,0
54952,1,29,179,0,0,0
54953,3,3,2,2,0,0
54954,1,29,197,0,0,0
54955,0,0,0,0,0,0
54956,0,0,0,0,0,0
54957,2,2,1,9,8,0
54958,7,10,0,0,0,0
54959,0,0,0,0,0,0
54960,4,4,367,0,0,0
54961,8,50,88,0,0,0
54962,0,0,0,0,0,0
54963,0,0,0,0,0,0
54964,8,24,23,0,0,0
54965,0,0,0,0,0,0
54966,4,14,13,179,0,0
54967,0,0,0,0,0,0
54968,2,2,47,91,0,0
54969,0,0,0,0,0,0
54970,4,14,13,112,0,0
54971,0,0,0,0,0,0
54972,14,41,132,114,0,0
54973,3,12,78,297,0,0
54974,6,19,0,0,0,0
54975,0,0,0,0,0,0
54976,0,0,0,0,0,0
54977,3,12,120,100,0,0
54978,4,14,13,46,0,0
54979,0,0,0,0,0,0
54980,1,9,73,0,0,0
54981,0,0,0,0,0,0
54982,5,39,51,0,0,0
54983,3,3,2,2,0,0
54984,1,1,0,0,0,0
54985,0,0,0,0,0,0
54986,5,39,62,0,0,0
54987,14,41,132,114,0,0
54988,8,24,23,0,0,0
54989,0,0,0,0,0,0
54990,5,91,225,0,0,0
54991,0,0,0,0,0,0
54992,2,2,1,144,65,78
54993,0,0,0,0,0,0
54994,6,7,534,0,0,0
54995,0,0,0,0,0,0
54996,4,5,133,115,0,0
54997,0,0,0,0,0,0
54998,0,0,0,0,0,0
54999,3,16,16,0,0,0
55000,2,2,47,366,0,0
55001,0,0,0,0,0,0
55002,5,6,5,0,0,0
55003,1,1,0,0,0,0
55004,14,41,132,114,0,0
55005,0,0,0,0,0,0
55006,0,0,0,0,0,0
55007,0,0,0,0,0,0
55008,0,0,0,0,0,0
55009,1,9,14,0,0,0
55010,0,0,0,0,0,0
55011,0,0,0,0,0,0
55012,10,25,45,43,0,0
55013,3,3,2,2,0,0
55014,0,0,0,0,0,0
55015,2,2,20,0,0,0
55016,11,27,134,0,0,0
55017,0,0,0,0,0,0
55018,8,24,23,0,0,0
55019,3,49,127,106,38,0
55020,3,106,632,0,0,0
55021,4,38,144,733,345,0
55022,3,12,105,87,0,0
55023,8,24,23,0,0,0
55024,0,0,0,0,0,0
55025,3,3,2,2,0,0
55026,0,0,0,0,0,0
55027,4,14,13,112,0,0
55028,0,0,0,0,0,0
55029,0,0,0,0,0,0
55030,0,0,0,0,0,0
55031,4,5,79,204,0,0
55032,4,28,76,0,0,0
55033,10,25,45,62,0,0
55034,4,14,13,176,0,0
55035,0,0,0,0,0,0
55036,0,0,0,0,0,0
55037,0,0,0,0,0,0
55038,0,0,0,0,0,0
55039,0,0,0,0,0,0
55040,10,25,211,183,64,0
55041,1,9,8,0,0,0
55042,0,0,0,0,0,0
55043,8,11,43,0,0,0
55044,0,0,0,0,0,0
55045,1,9,8,0,0,0
55046,0,0,0,0,0,0
55047,1,9,73,0,0,0
55048,3,3,2,2,0,0
55049,2,20,276,262,0,0
55050,0,0,0,0,0,0
55051,0,0,0,0,0,0
55052,4,42,63,73,0,0
55053,1,9,73,0,0,0
55054,0,0,0,0,0,0
55055,0,0,0,0,0,0
55056,19,99,645,794,0,0
55057,4,42,63,73,0,0
55058,3,8,77,0,0,0
55059,8,15,15,0,0,0
55060,6,74,0,0,0,0
55061,3,3,2,2,0,0
55062,0,0,0,0,0,0
55063,11,27,134,0,0,0
55064,0,0,0,0,0,0
55065,0,0,0,0,0,0
55066,1,9,66,0,0,0
55067,4,14,158,403,177,0
55068,4,14,13,101,0,0
55069,0,0,0,0,0,0
55070,1,1,0,0,0,0
55071,0,0,0,0,0,0
55072,1,29,179,0,0,0
55073,9,31,258,236,0,0
55074,0,0,0,0,0,0
55075,0,0,0,0,0,0
55076,4,42,63,73,0,0
55077,0,0,0,0,0,0
55078,3,12,67,84,43,0
55079,1,9,66,0,0,0
55080,0,0,0,0,0,0
55081,0,0,0,0,0,0
55082,9,31,54,143,0,0
55083,0,0,0,0,0,0
55084,11,27,31,231,0,0
55085,0,0,0,0,0,0
55086,0,0,0,0,0,0
55087,3,43,86,69,18,0
55088,0,0,0,0,0,0
55089,0,0,0,0,0,0
55090,0,0,0,0,0,0
55091,1,9,55,37,0,0
55092,3,16,297,273,0,0
55093,0,0,0,0,0,0
55094,0,0,0,0,0,0
55095,0,0,0,0,0,0
55096,4,14,69,562,0,0
55097,1,9,65,90,0,0
55098,13,35,243,358,0,0
55099,7,10,0,0,0,0
55100,9,31,54,36,0,0
55101,0,0,0,0,0,0
55102,0,0,0,0,0,0
55103,0,0,0,0,0,0
55104,10,25,45,24,0,0
55105,0,0,0,0,0,0
55106,1,9,14,0,0,0
55107,0,0,0,0,0,0
55108,0,0,0,0,0,0
55109,1,9,185,153,383,0
55110,0,0,0,0,0,0
55111,0,0,0,0,0,0
55112,1,9,66,0,0,0
55113,0,0,0,0,0,0
55114,0,0,0,0,0,0
55115,0,0,0,0,0,0
55116,0,0,0,0,0,0
55117,5,53,104,0,0,0
55118,3,3,2,5,39,0
55119,2,2,70,57,0,0
55120,6,21,0,0,0,0
55121,0,0,0,0,0,0
55122,3,12,67,132,0,0
55123,3,3,2,2,0,0
55124,0,0,0,0,0,0
55125,0,0,0,0,0,0
55126,0,0,0,0,0,0
55127,0,0,0,0,0,0
55128,0,0,0,0,0,0
55129,0,0,0,0,0,0
55130,4,38,144,122,0,0
55131,0,0,0,0,0,0
55132,1,9,8,0,0,0
55133,0,0,0,0,0,0
55134,3,3,2,2,0,0
55135,0,0,0,0,0,0
55136,8,15,15,0,0,0
55137,0,0,0,0,0,0
55138,0,0,0,0,0,0
55139,0,0,0,0,0,0
55140,0,0,0,0,0,0
55141,0,0,0,0,0,0
55142,0,0,0,0,0,0
55143,0,0,0,0,0,0
55144,5,39,51,0,0,0
55145,0,0,0,0,0,0
55146,0,0,0,0,0,0
55147,0,0,0,0,0,0
55148,12,30,37,20,48,0
55149,12,30,130,138,0,0
55150,1,9,66,0,0,0
55151,0,0,0,0,0,0
55152,0,0,0,0,0,0
55153,13,35,403,800,0,0
55154,4,38,48,92,0,0
55155,0,0,0,0,0,0
55156,8,56,328,0,0,0
55157,0,0,0,0,0,0
55158,0,0,0,0,0,0
55159,6,21,0,0,0,0
55160,0,0,0,0,0,0
55161,0,0,0,0,0,0
55162,12,30,291,352,224,0
55163,4,14,38,186,129,0
55164,7,98,0,0,0,0
55165,12,30,37,28,188,0
55166,0,0,0,0,0,0
55167,3,3,2,2,0,0
55168,3,3,2,2,0,0
55169,5,6,5,0,0,0
55170,3,3,2,2,0,0
55171,1,9,49,31,0,0
55172,1,1,0,0,0,0
55173,0,0,0,0,0,0
55174,0,0,0,0,0,0
55175,5,45,245,0,0,0
55176,8,24,23,0,0,0
55177,0,0,0,0,0,0
55178,0,0,0,0,0,0
55179,1,9,53,86,0,0
55180,0,0,0,0,0,0
55181,8,24,23,0,0,0
55182,3,3,2,2,0,0
55183,2,2,70,221,131,0
55184,0,0,0,0,0,0
55185,0,0,0,0,0,0
55186,4,42,63,139,0,0
55187,2,2,1,9,96,0
55188,0,0,0,0,0,0
55189,0,0,0,0,0,0
55190,0,0,0,0,0,0
55191,1,9,66,0,0,0
55192,8,24,23,0,0,0
55193,0,0,0,0,0,0
55194,0,0,0,0,0,0
55195,3,12,67,54,14,0
55196,0,0,0,0,0,0
55197,4,5,533,0,0,0
55198,0,0,0,0,0,0
55199,0,0,0,0,0,0
55200,12,30,361,377,0,0
55201,1,9,49,31,0,0
55202,8,50,230,0,0,0
55203,0,0,0,0,0,0
55204,0,0,0,0,0,0
55205,0,0,0,0,0,0
55206,2,20,19,137,0,0
55207,0,0,0,0,0,0
55208,0,0,0,0,0,0
55209,0,0,0,0,0,0
55210,0,0,0,0,0,0
55211,3,12,67,580,0,0
55212,0,0,0,0,0,0
55213,0,0,0,0,0,0
55214,0,0,0,0,0,0
55215,0,0,0,0,0,0
55216,1,1,0,0,0,0
55217,8,24,23,0,0,0
55218,0,0,0,0,0,0
55219,1,9,66,0,0,0
55220,0,0,0,0,0,0
55221,12,30,37,28,181,0
55222,0,0,0,0,0,0
55223,0,0,0,0,0,0
55224,4,38,48,212,0,0
55225,0,0,0,0,0,0
55226,10,25,45,320,0,0
55227,4,14,13,101,0,0
55228,3,12,67,84,43,0
55229,0,0,0,0,0,0
55230,3,3,2,2,0,0
55231,1,9,8,0,0,0
55232,0,0,0,0,0,0
55233,3,12,270,256,102,0
55234,3,3,2,2,0,0
55235,1,1,0,0,0,0
55236,0,0,0,0,0,0
55237,4,28,33,18,0,0
55238,1,9,8,0,0,0
55239,4,4,217,0,0,0
55240,0,0,0,0,0,0
55241,1,1,0,0,0,0
55242,3,3,2,2,0,0
55243,3,8,77,0,0,0
55244,0,0,0,0,0,0
55245,0,0,0,0,0,0
55246,0,0,0,0,0,0
55247,6,74,0,0,0,0
55248,4,14,69,562,0,0
55249,0,0,0,0,0,0
55250,1,1,0,0,0,0
55251,17,65,340,720,0,0
55252,5,45,245,0,0,0
55253,3,3,2,2,0,0
55254,4,26,376,395,238,0
55255,4,14,13,63,0,0
55256,6,21,0,0,0,0
55257,0,0,0,0,0,0
55258,7,125,0,0,0,0
55259,1,69,280,0,0,0
55260,3,3,2,5,1,0
55261,1,9,49,31,0,0
55262,1,17,17,0,0,0
55263,0,0,0,0,0,0
55264,0,0,0,0,0,0
55265,4,28,76,0,0,0
55266,0,0,0,0,0,0
55267,4,38,58,159,57,0
55268,0,0,0,0,0,0
55269,11,64,235,0,0,0
55270,0,0,0,0,0,0
55271,4,14,158,164,120,0
55272,0,0,0,0,0,0
55273,12,30,37,65,33,22
55274,0,0,0,0,0,0
55275,3,18,25,582,0,0
55276,1,1,0,0,0,0
55277,3,3,2,5,31,0
55278,4,5,26,14,0,0
55279,0,0,0,0,0,0
55280,1,9,65,113,0,0
55281,4,14,13,8,2,0
55282,5,45,245,0,0,0
55283,4,14,13,217,0,0
55284,1,1,0,0,0,0
55285,0,0,0,0,0,0
55286,2,2,1,15,17,0
55287,1,1,0,0,0,0
55288,10,25,45,181,0,0
55289,5,6,5,0,0,0
55290,0,0,0,0,0,0
55291,8,11,10,0,0,0
55292,3,18,18,26,0,0
55293,1,9,73,0,0,0
55294,2,2,1,98,0,0
55295,6,19,0,0,0,0
55296,2,20,19,137,0,0
55297,4,14,13,268,0,0
55298,5,53,264,0,0,0
55299,1,29,34,0,0,0
55300,0,0,0,0,0,0
55301,0,0,0,0,0,0
55302,1,81,304,0,0,0
55303,5,53,104,0,0,0
55304,4,4,147,0,0,0
55305,6,21,0,0,0,0
55306,0,0,0,0,0,0
55307,0,0,0,0,0,0
55308,10,25,45,181,0,0
55309,11,64,244,0,0,0
55310,0,0,0,0,0,0
55311,0,0,0,0,0,0
55312,0,0,0,0,0,0
55313,0,0,0,0,0,0
55314,17,65,251,712,0,0
55315,4,14,13,52,0,0
55316,0,0,0,0,0,0
55317,1,9,49,31,0,0
55318,2,2,20,0,0,0
55319,4,14,13,801,0,0
55320,3,78,0,0,0,0
55321,1,1,0,0,0,0
55322,0,0,0,0,0,0
55323,0,0,0,0,0,0
55324,0,0,0,0,0,0
55325,0,0,0,0,0,0
55326,1,9,55,37,0,0
55327,5,40,210,0,0,0
55328,5,45,285,0,0,0
55329,0,0,0,0,0,0
55330,14,82,178,151,282,79
55331,9,31,54,42,0,0
55332,0,0,0,0,0,0
55333,2,2,1,15,17,0
55334,3,60,501,0,0,0
55335,4,28,175,233,0,0
55336,0,0,0,0,0,0
55337,4,14,13,11,0,0
55338,0,0,0,0,0,0
55339,0,0,0,0,0,0
55340,1,1,0,0,0,0
55341,4,14,158,403,177,0
55342,0,0,0,0,0,0
55343,9,13,161,0,0,0
55344,5,40,226,0,0,0
55345,0,0,0,0,0,0
55346,12,30,37,28,127,0
55347,1,9,66,0,0,0
55348,0,0,0,0,0,0
55349,0,0,0,0,0,0
55350,0,0,0,0,0,0
55351,0,0,0,0,0,0
55352,0,0,0,0,0,0
55353,0,0,0,0,0,0
55354,1,1,0,0,0,0
55355,0,0,0,0,0,0
55356,10,105,275,261,106,0
55357,0,0,0,0,0,0
55358,3,49,98,0,0,0
55359,4,42,63,73,0,0
55360,0,0,0,0,0,0
55361,4,14,13,11,0,0
55362,0,0,0,0,0,0
55363,0,0,0,0,0,0
55364,0,0,0,0,0,0
55365,3,3,2,2,0,0
55366,0,0,0,0,0,0
55367,1,1,0,0,0,0
55368,0,0,0,0,0,0
55369,2,2,1,75,20,37
55370,20,126,497,0,0,0
55371,0,0,0,0,0,0
55372,1,9,49,700,0,0
55373,8,24,228,0,0,0
55374,0,0,0,0,0,0
55375,5,39,62,0,0,0
55376,4,42,63,182,98,0
55377,0,0,0,0,0,0
55378,3,3,2,2,0,0
55379,0,0,0,0,0,0
55380,4,14,59,166,247,0
55381,4,14,13,11,0,0
55382,8,56,328,0,0,0
55383,1,1,0,0,0,0
55384,5,40,316,0,0,0
55385,9,31,89,174,0,0
55386,0,0,0,0,0,0
55387,3,8,7,0,0,0
55388,8,56,99,0,0,0
55389,0,0,0,0,0,0
55390,4,28,76,0,0,0
55391,7,10,0,0,0,0
55392,0,0,0,0,0,0
55393,0,0,0,0,0,0
55394,1,9,73,0,0,0
55395,1,9,8,0,0,0
55396,1,1,0,0,0,0
55397,8,63,113,0,0,0
55398,12,30,37,20,167,0
55399,0,0,0,0,0,0
55400,0,0,0,0,0,0
55401,1,9,73,0,0,0
55402,10,25,45,51,12,1
55403,4,38,144,222,0,0
55404,0,0,0,0,0,0
55405,0,0,0,0,0,0
55406,0,0,0,0,0,0
55407,0,0,0,0,0,0
55408,8,11,10,0,0,0
55409,17,65,251,476,0,0
55410,3,3,2,2,0,0
55411,3,8,7,0,0,0
55412,6,80,0,0,0,0
55413,17,55,218,280,319,0
55414,3,3,2,2,0,0
55415,8,11,10,0,0,0
55416,0,0,0,0,0,0
55417,2,2,47,91,0,0
55418,4,14,38,692,0,0
55419,0,0,0,0,0,0
55420,0,0,0,0,0,0
55421,0,0,0,0,0,0
55422,0,0,0,0,0,0
55423,0,0,0,0,0,0
55424,0,0,0,0,0,0
55425,0,0,0,0,0,0
55426,1,23,22,0,0,0
55427,3,12,67,54,228,43
55428,0,0,0,0,0,0
55429,4,14,13,11,0,0
55430,0,0,0,0,0,0
55431,0,0,0,0,0,0
55432,12,30,291,381,196,0
55433,1,9,53,118,0,0
55434,1,23,40,0,0,0
55435,1,9,55,37,0,0
55436,8,11,102,0,0,0
55437,1,9,66,0,0,0
55438,4,14,69,435,0,0
55439,4,14,36,19,0,0
55440,0,0,0,0,0,0
55441,1,23,22,0,0,0
55442,0,0,0,0,0,0
55443,15,46,305,802,0,0
55444,0,0,0,0,0,0
55445,0,0,0,0,0,0
55446,1,9,66,0,0,0
55447,5,39,62,0,0,0
55448,0,0,0,0,0,0
55449,10,25,45,95,0,0
55450,5,53,104,0,0,0
55451,0,0,0,0,0,0
55452,8,37,0,0,0,0
55453,3,12,270,499,0,0
55454,1,23,22,0,0,0
55455,3,12,67,80,29,0
55456,0,0,0,0,0,0
55457,3,3,2,2,0,0
55458,4,14,13,11,0,0
55459,3,3,2,5,1,0
55460,8,56,99,0,0,0
55461,0,0,0,0,0,0
55462,0,0,0,0,0,0
55463,3,3,2,2,0,0
55464,3,3,2,2,0,0
55465,0,0,0,0,0,0
55466,0,0,0,0,0,0
55467,0,0,0,0,0,0
55468,0,0,0,0,0,0
55469,0,0,0,0,0,0
55470,0,0,0,0,0,0
55471,12,30,291,381,244,0
55472,0,0,0,0,0,0
55473,1,9,66,0,0,0
55474,3,78,0,0,0,0
55475,1,17,169,0,0,0
55476,3,3,2,2,0,0
55477,0,0,0,0,0,0
55478,4,44,0,0,0,0
55479,0,0,0,0,0,0
55480,5,22,151,0,0,0
55481,0,0,0,0,0,0
55482,3,3,2,2,0,0
55483,5,39,51,0,0,0
55484,8,11,102,0,0,0
55485,0,0,0,0,0,0
55486,0,0,0,0,0,0
55487,12,30,37,65,68,0
55488,8,24,23,0,0,0
55489,0,0,0,0,0,0
55490,1,9,185,153,356,0
55491,0,0,0,0,0,0
55492,1,9,65,49,0,0
55493,0,0,0,0,0,0
55494,1,1,0,0,0,0
55495,5,40,226,0,0,0
55496,9,31,54,143,0,0
55497,13,61,233,0,0,0
55498,1,9,49,31,0,0
55499,4,14,13,8,304,0
55500,4,38,48,163,0,0
55501,2,20,232,203,0,0
55502,9,31,54,36,0,0
55503,0,0,0,0,0,0
55504,0,0,0,0,0,0
55505,10,25,45,95,0,0
55506,4,14,13,109,101,0
55507,8,36,44,0,0,0
55508,4,14,13,25,0,0
55509,2,2,432,467,0,0
55510,5,40,182,0,0,0
55511,0,0,0,0,0,0
55512,0,0,0,0,0,0
55513,0,0,0,0,0,0
55514,3,12,78,259,0,0
55515,3,18,148,125,384,0
55516,8,50,383,0,0,0
55517,4,14,13,109,72,0
55518,0,0,0,0,0,0
55519,3,3,2,2,0,0
55520,12,85,191,155,0,0
55521,8,15,15,0,0,0
55522,0,0,0,0,0,0
55523,5,6,103,0,0,0
55524,9,31,338,0,0,0
55525,3,18,18,336,0,0
55526,0,0,0,0,0,0
55527,4,42,63,73,0,0
55528,8,15,15,0,0,0
55529,1,9,66,0,0,0
55530,6,21,0,0,0,0
55531,12,30,37,28,209,0
55532,0,0,0,0,0,0
55533,4,42,174,355,0,0
55534,9,31,507,576,0,0
55535,0,0,0,0,0,0
55536,2,20,19,137,0,0
55537,3,8,7,0,0,0
55538,6,21,0,0,0,0
55539,0,0,0,0,0,0
55540,0,0,0,0,0,0
55541,0,0,0,0,0,0
55542,0,0,0,0,0,0
55543,0,0,0,0,0,0
55544,4,14,13,11,0,0
55545,0,0,0,0,0,0
55546,5,6,5,0,0,0
55547,0,0,0,0,0,0
55548,0,0,0,0,0,0
55549,0,0,0,0,0,0
55550,0,0,0,0,0,0
55551,2,2,47,27,0,0
55552,0,0,0,0,0,0
55553,0,0,0,0,0,0
55554,1,9,49,31,0,0
55555,4,5,133,115,0,0
55556,2,2,47,27,0,0
55557,0,0,0,0,0,0
55558,5,39,51,0,0,0
55559,0,0,0,0,0,0
55560,0,0,0,0,0,0
55561,0,0,0,0,0,0
55562,0,0,0,0,0,0
55563,3,3,2,2,0,0
55564,0,0,0,0,0,0
55565,2,2,70,57,0,0
55566,4,14,13,25,0,0
55567,1,1,0,0,0,0
55568,0,0,0,0,0,0
55569,0,0,0,0,0,0
55570,3,49,573,0,0,0
55571,2,2,1,75,46,8
55572,0,0,0,0,0,0
55573,9,31,164,0,0,0
55574,0,0,0,0,0,0
55575,0,0,0,0,0,0
55576,0,0,0,0,0,0
55577,15,46,252,229,0,0
55578,11,88,544,0,0,0
55579,2,2,47,91,0,0
55580,0,0,0,0,0,0
55581,15,46,214,185,0,0
55582,0,0,0,0,0,0
55583,4,38,144,122,0,0
55584,12,85,191,155,0,0
55585,0,0,0,0,0,0
55586,1,23,22,0,0,0
55587,3,12,67,54,228,43
55588,4,14,13,63,0,0
55589,1,9,66,0,0,0
55590,0,0,0,0,0,0
55591,8,34,41,23,0,0
55592,0,0,0,0,0,0
55593,11,64,153,0,0,0
55594,12,30,130,138,0,0
55595,0,0,0,0,0,0
55596,0,0,0,0,0,0
55597,4,4,3,0,0,0
55598,0,0,0,0,0,0
55599,4,14,158,167,61,0
55600,3,3,2,5,1,0
55601,3,43,86,69,18,0
55602,0,0,0,0,0,0
55603,4,38,144,122,0,0
55604,0,0,0,0,0,0
55605,4,26,29,16,91,0
55606,4,14,13,25,0,0
55607,0,0,0,0,0,0
55608,0,0,0,0,0,0
55609,10,25,45,43,0,0
55610,12,30,361,377,0,0
55611,8,24,46,0,0,0
55612,0,0,0,0,0,0
55613,0,0,0,0,0,0
55614,2,2,1,9,8,0
55615,11,64,402,0,0,0
55616,3,8,7,0,0,0
55617,2,2,1,75,46,8
55618,0,0,0,0,0,0
55619,10,25,45,181,0,0
55620,0,0,0,0,0,0
55621,1,9,8,0,0,0
55622,0,0,0,0,0,0
55623,1,9,66,0,0,0
55624,0,0,0,0,0,0
55625,11,102,295,0,0,0
55626,0,0,0,0,0,0
55627,3,16,360,376,0,0
55628,4,42,63,73,0,0
55629,2,2,1,144,178,32
55630,0,0,0,0,0,0
55631,0,0,0,0,0,0
55632,1,1,0,0,0,0
55633,0,0,0,0,0,0
55634,0,0,0,0,0,0
55635,0,0,0,0,0,0
55636,3,8,77,0,0,0
55637,0,0,0,0,0,0
55638,0,0,0,0,0,0
55639,0,0,0,0,0,0
55640,0,0,0,0,0,0
55641,4,14,13,8,30,0
55642,0,0,0,0,0,0
55643,9,31,80,196,0,0
55644,8,24,206,0,0,0
55645,0,0,0,0,0,0
55646,2,2,1,15,5,0
55647,1,29,34,0,0,0
55648,0,0,0,0,0,0
55649,2,2,47,91,0,0
